"TITLE",APPLE_FRAME,AURORA_BOREALIS,BARN,BEACH,BOAT,BRIDGE,BUILDING,BUSHES,CABIN,CACTUS,CIRCLE_FRAME,CIRRUS,CLIFF,CLOUDS,CONIFER,CUMULUS,DECIDUOUS,DIANE_ANDRE,DOCK,DOUBLE_OVAL_FRAME,FARM,FENCE,FIRE,FLORIDA_FRAME,FLOWERS,FOG,FRAMED,GRASS,GUEST,HALF_CIRCLE_FRAME,HALF_OVAL_FRAME,HILLS,LAKE,LAKES,LIGHTHOUSE,MILL,MOON,MOUNTAIN,MOUNTAINS,NIGHT,OCEAN,OVAL_FRAME,PALM_TREES,PATH,PERSON,PORTRAIT,RECTANGLE_3D_FRAME,RECTANGULAR_FRAME,RIVER,ROCKS,SEASHELL_FRAME,SNOW,SNOWY_MOUNTAIN,SPLIT_FRAME,STEVE_ROSS,STRUCTURE,SUN,TOMB_FRAME,TREE,TREES,TRIPLE_FRAME,WATERFALL,WAVES,WINDMILL,WINDOW_FRAME,WINTER,WOOD_FRAMED
"A WALK IN THE WOODS",BUSHES,DECIDUOUS,GRASS,RIVER,TREE,TREES
"MOUNTAIN RETREAT",BUSHES,CABIN,CONIFER,DECIDUOUS,LAKE,MOUNTAIN,MOUNTAINS,STRUCTURE,TREE,TREES
"BLUE MOON",CLOUDS,CUMULUS,MOON,NIGHT,OCEAN,PALM_TREES,TREE,TREES,WAVES
"BUBBLING STREAM",DECIDUOUS,GRASS,RIVER,ROCKS,TREE,TREES
"WINTER NIGHT",CABIN,CONIFER,SNOW,STRUCTURE,TREE,TREES,WINTER
"DISTANT HILLS",CIRRUS,CLOUDS,CONIFER,DECIDUOUS,HILLS,LAKE,MOUNTAIN,MOUNTAINS,TREE,TREES
"COVERED BRIDGE",BRIDGE,DECIDUOUS,PATH,STRUCTURE,TREE,TREES
"QUIET INLET",DECIDUOUS,LAKE,MOUNTAIN,MOUNTAINS,TREE,TREES
"NIGHT LIGHT",CLIFF,CLOUDS,CUMULUS,LIGHTHOUSE,NIGHT,OCEAN,STRUCTURE,WAVES
"THE OLD MILL",BUSHES,CABIN,CLOUDS,CUMULUS,DECIDUOUS,MILL,RIVER,STRUCTURE,TREE,TREES
"CAMPFIRE",BUSHES,DECIDUOUS,FIRE,LAKE,PERSON,TREE,TREES
"RUSTIC BARN",BARN,DECIDUOUS,FENCE,LAKE,STRUCTURE,TREE,TREES
"HIDDEN LAKE",BUSHES,CONIFER,DECIDUOUS,LAKE,MOUNTAIN,MOUNTAINS,TREE,TREES
"PEACEFUL WATERS",CLOUDS,CONIFER,CUMULUS,DECIDUOUS,GUEST,LAKE,MOUNTAIN,SNOWY_MOUNTAIN,STEVE_ROSS,TREE,TREES
"PURPLE SPLENDOR",CABIN,CONIFER,LAKE,SNOW,STRUCTURE,TREE,TREES,WINTER
"TRANQUIL VALLEY",BUSHES,CLOUDS,CUMULUS,DECIDUOUS,GRASS,LAKE,MOUNTAIN,MOUNTAINS,TREE,TREES
"MAJESTIC MOUNTAINS",BUSHES,CONIFER,GRASS,MOUNTAIN,MOUNTAINS,SNOWY_MOUNTAIN,TREE,TREES
"WINTER SAWSCAPE",CABIN,CIRCLE_FRAME,CLOUDS,CONIFER,CUMULUS,DECIDUOUS,FRAMED,GUEST,LAKE,SNOW,STRUCTURE,TREE,TREES,WINTER
"EVENING SEASCAPE",BEACH,CLIFF,CLOUDS,CONIFER,CUMULUS,OCEAN,ROCKS,TREE,TREES,WAVES
"WARM SUMMER DAY",BUSHES,DECIDUOUS,LAKE,TREE,TREES
"CABIN IN THE WOODS",CABIN,DECIDUOUS,GRASS,PATH,STRUCTURE,TREE,TREES
"WETLANDS",CONIFER,DECIDUOUS,GRASS,LAKE,TREE,TREES
"COOL WATERS",BUSHES,CLOUDS,CONIFER,LAKE,MOUNTAIN,MOUNTAINS,SNOWY_MOUNTAIN,TREE,TREES
"QUIET WOODS",BUSHES,CONIFER,GRASS,RIVER,TREE,TREES
"NORTHWEST MAJESTY",CLOUDS,CONIFER,CUMULUS,DIANE_ANDRE,GUEST,MOUNTAIN,MOUNTAINS,SNOWY_MOUNTAIN,TREE,TREES
"AUTUMN DAYS",DECIDUOUS,GRASS,HILLS,LAKE,TREE,TREES
"MOUNTAIN CHALLENGE",CONIFER,GRASS,LAKE,MOUNTAIN,SNOWY_MOUNTAIN,TREE
"MOUNTAIN WATERFALL",BUSHES,CLOUDS,CONIFER,CUMULUS,LAKE,MOUNTAIN,MOUNTAINS,SNOWY_MOUNTAIN,TREE,TREES,WATERFALL
"TWILIGHT MEADOW",CLOUDS,CUMULUS,DECIDUOUS,GRASS,LAKE,TREE,TREES
"MOUNTAIN BLOSSOMS",CONIFER,FLOWERS,GUEST,MOUNTAIN,MOUNTAINS,SNOW,SNOWY_MOUNTAIN,TREE,TREES
"WINTER STILLNESS",CONIFER,DECIDUOUS,LAKE,SNOW,TREE,TREES,WINTER
"QUIET POND",DECIDUOUS,GRASS,LAKE,TREE,TREES
"OCEAN SUNRISE",CLOUDS,GRASS,GUEST,OCEAN,SUN
"BUBBLING BROOK",DECIDUOUS,GRASS,RIVER,ROCKS,TREE,TREES
"ARIZONA SPLENDOR",DECIDUOUS,GRASS,MOUNTAIN,MOUNTAINS,RIVER,TREE,TREES
"ANATOMY OF A WAVE",GUEST,OCEAN,WAVES
"THE WINDMILL",BARN,CLOUDS,DECIDUOUS,PATH,STRUCTURE,TREE,WINDMILL
"AUTUMN GLORY",BUSHES,CLOUDS,CUMULUS,DECIDUOUS,GRASS,LAKE,MOUNTAIN,ROCKS,SNOWY_MOUNTAIN,TREE,TREES
"INDIAN GIRL",GUEST,PORTRAIT
"MEADOW STREAM",BARN,CLOUDS,DECIDUOUS,GRASS,RIVER,ROCKS,STRUCTURE,TREE,TREES
"BLUE RIVER",BUSHES,CONIFER,DECIDUOUS,GRASS,HILLS,RIVER,TREE,TREES
"NATURE'S EDGE",BUSHES,CABIN,CLOUDS,DECIDUOUS,FOG,GRASS,LAKE,STRUCTURE,TREE,TREES
"MORNING MIST",CLOUDS,CONIFER,FOG,LAKE,MOUNTAIN,SNOWY_MOUNTAIN,TREE,TREES
"WHISPERING STREAM",DECIDUOUS,GRASS,RIVER,ROCKS,TREE,TREES
"SECLUDED FOREST",BUSHES,DECIDUOUS,RIVER,TREE,TREES
"SNOW TRAIL",CLOUDS,CONIFER,CUMULUS,GRASS,SNOW,TREE,TREES
"ARCTIC BEAUTY",CIRRUS,CLOUDS,CONIFER,GRASS,MOUNTAIN,MOUNTAINS,RIVER,SNOWY_MOUNTAIN,TREE,TREES,WATERFALL
"HORIZONS WEST",BUSHES,CONIFER,LAKE,MOUNTAIN,SNOWY_MOUNTAIN,TREE,TREES
"HIGH CHATEAU",BUSHES,CABIN,CLOUDS,CONIFER,CUMULUS,GRASS,ROCKS,TREE,TREES
"COUNTRY LIFE",BARN,CIRRUS,CLOUDS,FENCE,GRASS
"WESTERN EXPANSE",CIRRUS,CLOUDS,DECIDUOUS,MOUNTAIN,MOUNTAINS,RIVER,TREE
"MARSHLANDS",BUSHES,CLOUDS,DECIDUOUS,LAKE,TREE,TREES
"BLAZE OF COLOR",CLOUDS,CONIFER,DECIDUOUS,GRASS,HILLS,RIVER,TREE,TREES
"WINTER CABIN",CABIN,CLOUDS,DECIDUOUS,SNOW,STRUCTURE,TREE,WINTER
"SECLUDED LAKE",CLOUDS,DECIDUOUS,GRASS,LAKE,ROCKS,TREE,TREES
"EVERGREENS AT SUNSET",CIRRUS,CLOUDS,CONIFER,DECIDUOUS,RIVER,SUN,TREE,TREES
"MOUNTAIN CABIN",CABIN,CLOUDS,CONIFER,CUMULUS,DECIDUOUS,MOUNTAIN,MOUNTAINS,RIVER,SNOWY_MOUNTAIN,STRUCTURE,TREE,TREES
"PORTRAIT OF SALLY",GUEST,PORTRAIT
"MISTY WATERFALL",BUSHES,CLOUDS,CUMULUS,DECIDUOUS,LAKE,RIVER,TREE,TREES,WATERFALL
"BARN AT SUNSET",BARN,CLOUDS,CUMULUS,DECIDUOUS,PATH,SNOW,STRUCTURE,TREE,TREES
"MOUNTAIN SPLENDOR",BUSHES,DECIDUOUS,MOUNTAIN,RIVER,SNOWY_MOUNTAIN,TREE,TREES
"LAKE BY MOUNTAIN",BUSHES,CLOUDS,CUMULUS,DECIDUOUS,GUEST,LAKE,MOUNTAIN,SNOWY_MOUNTAIN,STEVE_ROSS,TREE,TREES
"MOUNTAIN GLORY",CLOUDS,CONIFER,GRASS,MOUNTAIN,MOUNTAINS,SNOWY_MOUNTAIN,TREE,TREES
"GREY WINTER",BUSHES,CLOUDS,LAKE,SNOW,TREE,TREES,WINTER
"DOCK SCENE",BOAT,CLOUDS,CUMULUS,DECIDUOUS,DOCK,LAKE,STRUCTURE,TREE
"DARK WATERFALL",BUSHES,DECIDUOUS,RIVER,TREE,TREES,WATERFALL
"MISTY ROLLING HILLS",CONIFER,FOG,GRASS,MOUNTAIN,MOUNTAINS,TREE,TREES
"LAKESIDE CABIN",BUSHES,CABIN,CIRCLE_FRAME,CLOUDS,DECIDUOUS,FRAMED,GRASS,LAKE,STRUCTURE,TREE,TREES
"WARM WINTER DAY",CABIN,DECIDUOUS,GRASS,SNOW,STRUCTURE,SUN,TREE,TREES,WINTER
"WATERSIDE WAY",BUSHES,DECIDUOUS,GRASS,LAKE,PATH,ROCKS,TREE,TREES
"HUNTER'S HAVEN",CABIN,CIRRUS,CLOUDS,CONIFER,DECIDUOUS,PATH,RIVER,ROCKS,STRUCTURE,TREE,TREES
"BUBBLING MOUNTAIN BROOK",BUSHES,CLOUDS,CONIFER,GRASS,MOUNTAIN,MOUNTAINS,RIVER,TREE,TREES
"WINTER HIDEAWAY",CABIN,CONIFER,DECIDUOUS,FENCE,SNOW,STRUCTURE,TREE,TREES,WINTER
"FOOT OF THE MOUNTAIN",CONIFER,DECIDUOUS,GRASS,MOUNTAIN,MOUNTAINS,RIVER,SNOWY_MOUNTAIN,TREE,TREES
"MAJESTIC PINE",BUSHES,CLOUDS,CONIFER,FRAMED,RECTANGULAR_FRAME,TREE,TREES
"CACTUS AT SUNSET",CACTUS,CLOUDS,PATH,ROCKS
"MOUNTAIN RANGE",CLOUDS,CONIFER,CUMULUS,DECIDUOUS,GUEST,LAKE,MOUNTAIN,MOUNTAINS,SNOWY_MOUNTAIN,STEVE_ROSS,TREE,TREES
"LONELY RETREAT",CABIN,CLOUDS,CONIFER,SNOW,STRUCTURE,TREE,WINTER
"NORTHERN LIGHTS",AURORA_BOREALIS,CABIN,CONIFER,DECIDUOUS,LAKE,MOUNTAIN,NIGHT,SNOW,SNOWY_MOUNTAIN,STRUCTURE,TREE,TREES,WINTER
"WINTER EVERGREENS",CIRRUS,CLOUDS,CONIFER,MOUNTAIN,MOUNTAINS,SNOW,SNOWY_MOUNTAIN,SUN,TREE,TREES,WINTER
"SURF'S UP",BEACH,CLIFF,CLOUDS,CUMULUS,OCEAN,ROCKS,WAVES
"RED SUNSET",BUSHES,CLOUDS,CONIFER,LAKE,TREE,TREES
"MEADOW ROAD",BUSHES,CLOUDS,CONIFER,CUMULUS,DECIDUOUS,GRASS,MOUNTAIN,MOUNTAINS,PATH,SNOWY_MOUNTAIN,TREE,TREES
"WINTER OVAL",BUSHES,CABIN,CONIFER,FOG,FRAMED,MOUNTAIN,OVAL_FRAME,RIVER,SNOWY_MOUNTAIN,STRUCTURE,TREE,TREES
"SECLUDED BEACH",BEACH,CLOUDS,CUMULUS,OCEAN,ROCKS,WAVES
"FOREST HILLS",BUSHES,CONIFER,DECIDUOUS,MOUNTAIN,MOUNTAINS,RIVER,ROCKS,SNOWY_MOUNTAIN,TREE,TREES
"LITTLE HOUSE BY-THE-ROAD",CABIN,DECIDUOUS,FENCE,MOUNTAIN,PATH,STRUCTURE,TREE,TREES
"MOUNTAIN PATH",BUSHES,CLOUDS,MOUNTAIN,RIVER,SNOWY_MOUNTAIN,TREE,TREES
"COUNTRY CHARM",
"NATURE'S PARADISE",BUSHES,CLOUDS,CUMULUS,DECIDUOUS,GRASS,MOUNTAIN,MOUNTAINS,RIVER,TREE,TREES
"MOUNTAIN-BY-THE-SEA",BEACH,BUSHES,CLOUDS,CUMULUS,DECIDUOUS,MOUNTAIN,OCEAN,SNOWY_MOUNTAIN,TREE,WAVES
"MOUNTAIN HIDE-AWAY",CIRRUS,CLOUDS,CONIFER,DECIDUOUS,GRASS,MOUNTAIN,MOUNTAINS,RIVER,SNOWY_MOUNTAIN,TREE,TREES
"TOWERING PEAKS",BUSHES,CLOUDS,CONIFER,CUMULUS,DECIDUOUS,HILLS,LAKE,MOUNTAIN,SNOWY_MOUNTAIN,TREE,TREES
"CABIN AT SUNSET",CABIN,CLOUDS,CONIFER,FENCE,GRASS,STRUCTURE,TREE,TREES
"TWIN FALLS",CLOUDS,CONIFER,DECIDUOUS,GRASS,HILLS,RIVER,ROCKS,TREE,TREES,WATERFALL
"SECLUDED BRIDGE",BRIDGE,DECIDUOUS,RIVER,ROCKS,STRUCTURE,TREE,TREES
"OCEAN BREEZE",CLOUDS,CUMULUS,OCEAN,ROCKS,WAVES
"AUTUMN WOODS",BUSHES,CLOUDS,CONIFER,CUMULUS,DECIDUOUS,LAKE,MOUNTAIN,MOUNTAINS,SNOWY_MOUNTAIN,TREE,TREES
"WINTER SOLITUDE",BUSHES,DECIDUOUS,SNOW,TREE,TREES,WINTER
"GOLDEN SUNSET",DECIDUOUS,LAKE,SNOW,SUN,TREE,TREES
"MOUNTAIN OVAL",BUSHES,CIRRUS,CLOUDS,CONIFER,DECIDUOUS,FRAMED,GUEST,LAKE,MOUNTAIN,MOUNTAINS,OVAL_FRAME,SNOWY_MOUNTAIN,STEVE_ROSS,TREE,TREES
"OCEAN SUNSET",BEACH,CLOUDS,OCEAN,ROCKS,WAVES
"TRIPLE VIEW",CABIN,CONIFER,DECIDUOUS,FRAMED,GRASS,MOUNTAIN,MOUNTAINS,PATH,SNOWY_MOUNTAIN,STRUCTURE,TREE,TREES,TRIPLE_FRAME
"WINTER FROST",CLOUDS,CONIFER,DECIDUOUS,MOUNTAIN,MOUNTAINS,SNOW,SNOWY_MOUNTAIN,SUN,TREE,TREES,WINTER
"LAKESIDE CABIN",CABIN,CLOUDS,CUMULUS,DECIDUOUS,GRASS,LAKE,PATH,ROCKS,STRUCTURE,TREE,TREES
"MOUNTAIN STREAM",CONIFER,GRASS,MOUNTAIN,RIVER,SNOWY_MOUNTAIN,TREE,TREES
"COUNTRY CABIN",BUSHES,CABIN,CLOUDS,CONIFER,DECIDUOUS,SNOW,STRUCTURE,TREE,TREES,WINTER
"DAISY DELIGHT",CONIFER,FENCE,FLOWERS,TREE,TREES
"HIDDEN STREAM",BUSHES,CLOUDS,DECIDUOUS,RIVER,TREE,TREES,WATERFALL
"TOWERING GLACIER",CLOUDS,CONIFER,CUMULUS,GRASS,MOUNTAIN,RIVER,ROCKS,SNOWY_MOUNTAIN,TREE,TREES,WATERFALL
"OVAL BARN",BARN,BUSHES,CLOUDS,CUMULUS,DECIDUOUS,FRAMED,OVAL_FRAME,SNOW,STRUCTURE,TREE,TREES,WINTER
"LAKESIDE PATH",BUSHES,CLOUDS,CONIFER,CUMULUS,DECIDUOUS,GRASS,LAKE,PATH,ROCKS,TREE,TREES
"SUNSET OVAL",BUSHES,CLOUDS,CONIFER,CUMULUS,DECIDUOUS,FRAMED,LAKE,MOUNTAIN,OVAL_FRAME,SNOWY_MOUNTAIN,TREE,TREES
"WINTER BARN",BARN,CIRRUS,CLOUDS,DECIDUOUS,SNOW,STRUCTURE,TREE,TREES,WINTER
"SUNSET OVER THE WAVES",BEACH,CLOUDS,OCEAN,ROCKS,SUN,WAVES
"GOLDEN GLOW",CLOUDS,CONIFER,LAKE,SNOW,TREE,TREES,WATERFALL
"ROADSIDE BARN",BARN,CLOUDS,CUMULUS,DECIDUOUS,FENCE,LAKE,PATH,STRUCTURE,TREE,TREES
"HAPPY ACCIDENT",BUSHES,DECIDUOUS,GRASS,RIVER,ROCKS,TREE,TREES
"GOLDEN KNOLL",CABIN,DECIDUOUS,FOG,GRASS,STRUCTURE,SUN,TREE
"MOUNTAIN REFLECTIONS",BUSHES,CLOUDS,CONIFER,CUMULUS,MOUNTAIN,MOUNTAINS,RIVER,ROCKS,SNOWY_MOUNTAIN,TREE,TREES
"SECLUDED MOUNTAIN",CLOUDS,CONIFER,CUMULUS,DECIDUOUS,GRASS,LAKE,MOUNTAIN,ROCKS,TREE,TREES
"BRIGHT AUTUMN TREES",BUSHES,DECIDUOUS,PATH,RIVER,TREE,TREES
"BLACK SEASCAPE",BEACH,CLOUDS,CUMULUS,NIGHT,OCEAN,ROCKS,WAVES
"STEEP MOUNTAINS",BUSHES,CABIN,CIRRUS,CLOUDS,CONIFER,DECIDUOUS,GRASS,LAKE,MOUNTAIN,MOUNTAINS,STRUCTURE,TREE,TREES
"QUIET MOUNTAIN RIVER",BUSHES,CLOUDS,CONIFER,CUMULUS,DECIDUOUS,GRASS,MOUNTAIN,RIVER,SNOWY_MOUNTAIN,TREE,TREES
"EVENING WATERFALL",CONIFER,GRASS,RIVER,TREE,TREES,WATERFALL
"TROPICAL SEASCAPE",BEACH,CIRRUS,CLOUDS,OCEAN,PALM_TREES,WAVES
"MOUNTAIN AT SUNSET",BUSHES,CLOUDS,CONIFER,DECIDUOUS,GRASS,MOUNTAIN,RIVER,SNOWY_MOUNTAIN,TREE,TREES
"SOFT MOUNTAIN GLOW",BUSHES,CONIFER,GRASS,MOUNTAIN,RIVER,SNOWY_MOUNTAIN,TREE,TREES
"MOUNTAIN IN AN OVAL",BUSHES,CLOUDS,CONIFER,CUMULUS,DECIDUOUS,FRAMED,GRASS,MOUNTAIN,MOUNTAINS,OVAL_FRAME,RIVER,SUN,TREE,TREES
"WINTER MOUNTAIN",CONIFER,MOUNTAIN,MOUNTAINS,RIVER,SNOW,SNOWY_MOUNTAIN,TREE,TREES,WINTER
"ROLLING HILLS",BUSHES,DECIDUOUS,GRASS,HILLS,LAKE,TREE,TREES
"FROZEN SOLITUDE",BUSHES,CABIN,CLOUDS,CONIFER,LAKE,MOUNTAIN,MOUNTAINS,SNOW,SNOWY_MOUNTAIN,STRUCTURE,TREE,TREES,WINTER
"MEADOW BROOK",CIRRUS,CLOUDS,DECIDUOUS,FRAMED,GRASS,MOUNTAIN,OVAL_FRAME,RIVER,TREE,TREES
"EVENING AT SUNSET",BUSHES,CABIN,CIRRUS,CLOUDS,CONIFER,DECIDUOUS,RIVER,ROCKS,STRUCTURE,TREE,TREES
"MOUNTAIN VIEW",CLOUDS,DECIDUOUS,GRASS,MOUNTAIN,MOUNTAINS,RIVER,ROCKS,TREE,TREES
"HIDDEN CREEK",DECIDUOUS,GRASS,RIVER,TREE,TREES
"PEACEFUL HAVEN",CLOUDS,CONIFER,CUMULUS,PATH,RIVER,TREE,TREES
"MOUNTAIN EXHIBITION",CLOUDS,CONIFER,CUMULUS,GRASS,MOUNTAIN,MOUNTAINS,RIVER,SNOWY_MOUNTAIN,TREE,TREES
"EMERALD WATERS",BUSHES,DECIDUOUS,LAKE,TREE,TREES
"MOUNTAIN SUMMIT",BUSHES,CLOUDS,CONIFER,CUMULUS,DECIDUOUS,MOUNTAIN,RIVER,SNOWY_MOUNTAIN,TREE,TREES
"CABIN HIDEAWAY",CABIN,CONIFER,DECIDUOUS,LAKE,MOUNTAIN,MOUNTAINS,SNOW,STRUCTURE,TREE,TREES,WINTER
"OVAL ESSENCE",CLOUDS,CONIFER,FRAMED,NIGHT,OCEAN,OVAL_FRAME,ROCKS,TREE,TREES,WAVES
"LOST LAKE",CONIFER,GRASS,LAKE,MOUNTAIN,MOUNTAINS,PATH,SNOWY_MOUNTAIN,TREE,TREES
"DISTANT MOUNTAINS",BUSHES,CLOUDS,CONIFER,CUMULUS,LAKE,MOUNTAIN,MOUNTAINS,PATH,SNOWY_MOUNTAIN,TREE,TREES
"MEADOW BROOK SURPRISE",CONIFER,GRASS,RIVER,TREE,TREES
"MOUNTAIN MOONLIGHT OVAL",CONIFER,DECIDUOUS,FRAMED,GRASS,MOUNTAIN,MOUNTAINS,NIGHT,OVAL_FRAME,TREE,TREES
"SNOWY SOLITUDE",CIRRUS,CLOUDS,DECIDUOUS,FENCE,SNOW,TREE,TREES,WINTER
"MOUNTAIN RIVER",BUSHES,CLOUDS,CONIFER,CUMULUS,FOG,FRAMED,MOUNTAIN,MOUNTAINS,RIVER,ROCKS,TOMB_FRAME,TREE,TREES
"GRACEFUL MOUNTAINS",CIRRUS,CLOUDS,CONIFER,DECIDUOUS,MOUNTAIN,MOUNTAINS,RIVER,SNOWY_MOUNTAIN,TREE,TREES
"WINDY WAVES",BEACH,CLOUDS,CUMULUS,GRASS,OCEAN,PALM_TREES,WAVES
"ON A CLEAR DAY",CONIFER,MOUNTAIN,RIVER,SNOW,SNOWY_MOUNTAIN,SUN,TREE,TREES,WINTER
"RIVERSIDE ESCAPE OVAL",CLOUDS,CUMULUS,DECIDUOUS,FRAMED,OVAL_FRAME,PATH,RIVER,TREE,TREES
"SURPRISING FALLS",CIRRUS,CLOUDS,DECIDUOUS,GUEST,LAKE,MOUNTAIN,MOUNTAINS,SNOWY_MOUNTAIN,STEVE_ROSS,TREE,WATERFALL
"SHADOW POND",DECIDUOUS,GRASS,LAKE,TREE,TREES
"MISTY FOREST OVAL",CLOUDS,DECIDUOUS,FOG,FRAMED,GRASS,OVAL_FRAME,TREE,TREES
"NATURAL WONDER",CLOUDS,CONIFER,CUMULUS,DECIDUOUS,GRASS,LAKE,MOUNTAIN,SNOWY_MOUNTAIN,TREE,TREES
"SPLENDOR OF WINTER",BUSHES,CIRRUS,CLOUDS,CONIFER,DECIDUOUS,SNOW,SUN,TREE,TREES,WINTER
"COLORS OF NATURE",CLOUDS,CUMULUS,DECIDUOUS,GRASS,RIVER,TREE,TREES
"GRANDPA'S BARN",BARN,DECIDUOUS,FENCE,GRASS,PATH,STRUCTURE,TREE,TREES
"PEACEFUL REFLECTIONS",
"HIDDEN WINTER MOON OVAL",CABIN,CIRRUS,CLOUDS,CONIFER,FRAMED,LAKE,MOUNTAIN,MOUNTAINS,OVAL_FRAME,SNOWY_MOUNTAIN,STRUCTURE,TREE,TREES,WINTER
"WAVES OF WONDER",BEACH,CLOUDS,CUMULUS,OCEAN,ROCKS,WAVES
"CABIN BY THE POND",CABIN,CLOUDS,CONIFER,DECIDUOUS,GRASS,LAKE,STRUCTURE,TREE,TREES
"FALL STREAM",CLOUDS,CUMULUS,DECIDUOUS,GRASS,MOUNTAIN,MOUNTAINS,RIVER,ROCKS,TREE,TREES
"CHRISTMAS EVE SNOW",CABIN,CLOUDS,CONIFER,CUMULUS,MOUNTAIN,MOUNTAINS,SNOW,SNOWY_MOUNTAIN,STRUCTURE,TREE,TREES,WINTER
"FOREST DAWN OVAL",BUSHES,DECIDUOUS,FRAMED,GRASS,OVAL_FRAME,PATH,TREE,TREES
"PATHWAY TO AUTUMN",CABIN,DECIDUOUS,GRASS,PATH,STRUCTURE,TREE,TREES
"DEEP FOREST LAKE",DECIDUOUS,LAKE,ROCKS,TREE,TREES
"PEAKS OF MAJESTY",CIRRUS,CLOUDS,CONIFER,GRASS,LAKE,MOUNTAIN,MOUNTAINS,TREE,TREES
